order_id,customer_id,merchant_id,product_id,order_day,order_value,device_id,address_id,payment_fp_id,round
O043696,C0004965,M0024,P000316,169,40.22,D004966,A004966,PF004966,3
O043697,C0004965,M0015,P000200,173,12.65,D004966,A004966,PF004966,3
O043698,C0004965,M0016,P000210,179,17.94,D004966,A004966,PF004966,3
O043699,C0004965,M0021,P000269,184,7.67,D004966,A004966,PF004966,4
O043700,C0004965,M0000,P000002,206,39.49,D004966,A004966,PF004966,4
O043701,C0004966,M0023,P000306,109,20.7,D004967,A004967,PF004967,1
O043702,C0004966,M0018,P000230,138,13.3,D004967,A004967,PF004967,2
O043703,C0004966,M0025,P000328,144,24.51,D004967,A004967,PF004967,2
O043704,C0004966,M0011,P000153,145,9.62,D004967,A004967,PF004967,2
O043705,C0004966,M0018,P000225,156,38.88,D004967,A004967,PF004967,3
O043706,C0004967,M0011,P000144,45,34.76,D004968,A004968,PF004968,0
O043707,C0004967,M0002,P000029,106,22.55,D004968,A004968,PF004968,1
O043708,C0004967,M0009,P000126,129,10.7,D004968,A004968,PF004968,2
O043709,C0004967,M0010,P000137,152,9.45,D004968,A004968,PF004968,3
O043710,C0004967,M0015,P000200,153,12.65,D004968,A004968,PF004968,3
O043711,C0004967,M0021,P000279,172,5.47,D004968,A004968,PF004968,3
O043712,C0004967,M0011,P000148,183,43.01,D004968,A004968,PF004968,4
O043713,C0004967,M0029,P000377,186,35.86,D004968,A004968,PF004968,4
O043714,C0004967,M0004,P000059,194,16.57,D004968,A004968,PF004968,4
O043715,C0004967,M0009,P000122,203,15.46,D004968,A004968,PF004968,4
O043716,C0004968,M0009,P000122,66,15.46,D004969,A004969,PF004969,0
O043717,C0004968,M0001,P000024,69,10.74,D004969,A004969,PF004969,0
O043718,C0004968,M0022,P000291,153,75.89,D004969,A004969,PF004969,3
O043719,C0004968,M0025,P000328,156,24.51,D004969,A004969,PF004969,3
O043720,C0004968,M0008,P000117,157,33.54,D004969,A004969,PF004969,3
O043721,C0004968,M0002,P000036,193,30.91,D004969,A004969,PF004969,4
O043722,C0004968,M0012,P000163,200,14.94,D004969,A004969,PF004969,4
O043723,C0004968,M0025,P000328,202,24.51,D004969,A004969,PF004969,4
O043724,C0004968,M0023,P000305,203,15.72,D004969,A004969,PF004969,4
O043725,C0004969,M0000,P000009,112,18.51,D004970,A004970,PF004970,1
O043726,C0004969,M0017,P000219,128,21.48,D004970,A004970,PF004970,2
O043727,C0004969,M0006,P000094,131,25.02,D004970,A004970,PF004970,2
O043728,C0004969,M0019,P000247,172,31.02,D004970,A004970,PF004970,3
O043729,C0004969,M0025,P000327,182,18.17,D004970,A004970,PF004970,4
O043730,C0004970,M0028,P000367,50,17.52,D004971,A004971,PF004971,0
O043731,C0004970,M0006,P000098,63,17.21,D004971,A004971,PF004971,0
O043732,C0004970,M0004,P000060,64,12.97,D004971,A004971,PF004971,0
O043733,C0004970,M0013,P000168,112,15.61,D004971,A004971,PF004971,1
O043734,C0004970,M0006,P000098,121,17.21,D004971,A004971,PF004971,2
O043735,C0004970,M0010,P000139,131,47.64,D004971,A004971,PF004971,2
O043736,C0004970,M0019,P000243,133,23.39,D004971,A004971,PF004971,2
O043737,C0004970,M0017,P000217,142,13.22,D004971,A004971,PF004971,2
O043738,C0004970,M0018,P000235,186,40.98,D004971,A004971,PF004971,4
O043739,C0004970,M0022,P000285,188,11.4,D004971,A004971,PF004971,4
O043740,C0004971,M0015,P000194,18,20.66,D004972,A004972,PF004972,0
O043741,C0004971,M0007,P000107,58,40.65,D004972,A004972,PF004972,0
O043742,C0004971,M0010,P000141,69,35.57,D004972,A004972,PF004972,0
O043743,C0004971,M0004,P000066,147,13.57,D004972,A004972,PF004972,2
O043744,C0004971,M0017,P000216,152,21.74,D004972,A004972,PF004972,3
O043745,C0004971,M0002,P000030,203,22.31,D004972,A004972,PF004972,4
O043746,C0004972,M0019,P000244,95,24.7,D006014,A004973,PF006014,1
O043747,C0004972,M0022,P000293,101,32.1,D006014,A004973,PF006014,1
O043748,C0004972,M0012,P000164,112,21.07,D006014,A004973,PF006014,1
O043749,C0004972,M0016,P000212,113,60.28,D006014,A004973,PF006014,1
O043750,C0004972,M0023,P000310,135,28.15,D006014,A004973,PF006014,2
O043751,C0004972,M0021,P000278,142,29.18,D006014,A004973,PF006014,2
O043752,C0004972,M0017,P000214,155,6.35,D006014,A004973,PF006014,3
O043753,C0004972,M0020,P000254,174,29.57,D006014,A004973,PF006014,3
O043754,C0004972,M0008,P000117,207,33.54,D_FRESH_C0004972,A_FRESH_C0004972,PF_FRESH_C0004972,4
O043755,C0004973,M0020,P000253,94,28.55,D004974,A004974,PF004974,1
O043756,C0004973,M0021,P000280,99,17.56,D004974,A004974,PF004974,1
O043757,C0004973,M0006,P000091,115,38.03,D004974,A004974,PF004974,1
O043758,C0004973,M0004,P000065,131,19.67,D004974,A004974,PF004974,2
O043759,C0004973,M0027,P000359,143,21.19,D004974,A004974,PF004974,2
O043760,C0004973,M0011,P000147,144,20.66,D004974,A004974,PF004974,2
O043761,C0004973,M0006,P000092,147,12.14,D004974,A004974,PF004974,2
O043762,C0004973,M0029,P000382,168,59.8,D004974,A004974,PF004974,3
O043763,C0004974,M0011,P000148,76,43.01,D004975,A004975,PF004975,0
O043764,C0004974,M0027,P000356,77,13.56,D004975,A004975,PF004975,0
O043765,C0004974,M0009,P000130,83,21.9,D004975,A004975,PF004975,0
O043766,C0004974,M0006,P000088,87,16.14,D004975,A004975,PF004975,0
O043767,C0004974,M0019,P000248,92,44.59,D004975,A004975,PF004975,1
O043768,C0004974,M0004,P000065,108,19.67,D004975,A004975,PF004975,1
O043769,C0004974,M0026,P000330,112,37.31,D004975,A004975,PF004975,1
O043770,C0004974,M0001,P000014,117,53.49,D004975,A004975,PF004975,1
O043771,C0004974,M0000,P000008,132,19.51,D004975,A004975,PF004975,2
O043772,C0004974,M0011,P000148,133,43.01,D004975,A004975,PF004975,2
O043773,C0004974,M0017,P000224,150,9.99,D004975,A004975,PF004975,3
O043774,C0004974,M0008,P000117,153,33.54,D004975,A004975,PF004975,3
O043775,C0004974,M0028,P000366,203,27.4,D004975,A004975,PF004975,4
O043776,C0004974,M0010,P000137,208,9.45,D004975,A004975,PF004975,4
O043777,C0004975,M0003,P000042,48,61.65,D004976,A004976,PF004976,0
O043778,C0004975,M0028,P000365,56,19.48,D004976,A004976,PF004976,0
O043779,C0004975,M0006,P000092,60,12.14,D004976,A004976,PF004976,0
O043780,C0004975,M0015,P000188,88,28.36,D004976,A004976,PF004976,0
O043781,C0004975,M0008,P000114,98,26.65,D004976,A004976,PF004976,1
O043782,C0004975,M0005,P000074,107,15.52,D004976,A004976,PF004976,1
O043783,C0004975,M0008,P000114,127,26.65,D004976,A004976,PF004976,2
O043784,C0004975,M0017,P000217,209,13.22,D004976,A004976,PF004976,4
O043785,C0004976,M0009,P000135,104,27.01,D004977,A004977,PF004977,1
O043786,C0004976,M0005,P000078,134,28.74,D004977,A004977,PF004977,2
O043787,C0004976,M0025,P000328,149,24.51,D004977,A004977,PF004977,2
O043788,C0004976,M0021,P000276,155,24.12,D004977,A004977,PF004977,3
O043789,C0004976,M0017,P000223,194,23.16,D004977,A004977,PF004977,4
O043790,C0004976,M0023,P000302,196,24.5,D004977,A004977,PF004977,4
O043791,C0004977,M0019,P000243,73,23.39,D004978,A004978,PF004978,0
O043792,C0004977,M0007,P000112,74,28.96,D004978,A004978,PF004978,0
O043793,C0004977,M0018,P000227,79,21.92,D004978,A004978,PF004978,0
O043794,C0004977,M0026,P000339,133,23.42,D004978,A004978,PF004978,2
O043795,C0004977,M0009,P000127,161,32.62,D004978,A004978,PF004978,3
O043796,C0004977,M0012,P000165,192,13.39,D004978,A004978,PF004978,4
O043797,C0004978,M0019,P000241,116,27.71,D004979,A004979,PF004979,1
O043798,C0004978,M0002,P000037,137,16.56,D004979,A004979,PF004979,2
O043799,C0004978,M0000,P000002,189,39.49,D004979,A004979,PF004979,4
O043800,C0004979,M0022,P000288,20,58.08,D004980,A004980,PF004980,0
O043801,C0004979,M0029,P000376,33,11.11,D004980,A004980,PF004980,0
O043802,C0004979,M0018,P000232,57,19.63,D004980,A004980,PF004980,0
O043803,C0004979,M0001,P000016,91,20.02,D004980,A004980,PF004980,1
O043804,C0004979,M0018,P000231,98,42.88,D004980,A004980,PF004980,1
O043805,C0004979,M0011,P000152,194,31.85,D004980,A004980,PF004980,4
O043806,C0004979,M0011,P000149,197,7.43,D004980,A004980,PF004980,4
O043807,C0004979,M0004,P000066,203,13.57,D004980,A004980,PF004980,4
O043808,C0004980,M0024,P000313,69,41.36,D004981,A004981,PF004981,0
O043809,C0004980,M0009,P000118,98,40.35,D004981,A004981,PF004981,1
O043810,C0004980,M0019,P000243,132,23.39,D004981,A004981,PF004981,2
O043811,C0004981,M0028,P000367,92,17.52,D004982,A004982,PF004982,1
O043812,C0004981,M0019,P000250,94,30.17,D004982,A004982,PF004982,1
O043813,C0004981,M0001,P000015,108,14.01,D004982,A004982,PF004982,1
O043814,C0004981,M0012,P000155,117,16.23,D004982,A004982,PF004982,1
O043815,C0004981,M0025,P000325,123,6.63,D004982,A004982,PF004982,2
O043816,C0004981,M0014,P000181,124,17.95,D004982,A004982,PF004982,2
O043817,C0004981,M0029,P000374,159,23.31,D004982,A004982,PF004982,3
O043818,C0004981,M0029,P000375,181,26.82,D004982,A004982,PF004982,4
O043819,C0004982,M0020,P000251,14,22.66,D004983,A004983,PF004983,0
O043820,C0004982,M0012,P000160,15,18.74,D004983,A004983,PF004983,0
O043821,C0004982,M0019,P000242,42,25.44,D004983,A004983,PF004983,0
O043822,C0004982,M0026,P000335,53,31.4,D004983,A004983,PF004983,0
O043823,C0004982,M0003,P000049,90,14.79,D004983,A004983,PF004983,1
O043824,C0004982,M0000,P000010,116,32.07,D004983,A004983,PF004983,1
O043825,C0004982,M0003,P000048,121,36.1,D004983,A004983,PF004983,2
O043826,C0004982,M0014,P000174,122,10.25,D004983,A004983,PF004983,2
O043827,C0004982,M0024,P000313,127,41.36,D004983,A004983,PF004983,2
O043828,C0004982,M0020,P000253,139,28.55,D004983,A004983,PF004983,2
O043829,C0004982,M0000,P000007,139,32.27,D004983,A004983,PF004983,2
O043830,C0004982,M0015,P000190,144,16.91,D004983,A004983,PF004983,2
O043831,C0004982,M0000,P000003,160,41.05,D004983,A004983,PF004983,3
O043832,C0004982,M0023,P000300,167,32.67,D004983,A004983,PF004983,3
O043833,C0004983,M0000,P000005,54,26.72,D004984,A004984,PF004984,0
O043834,C0004983,M0002,P000031,55,18.32,D004984,A004984,PF004984,0
O043835,C0004983,M0004,P000061,56,17.86,D004984,A004984,PF004984,0
O043836,C0004983,M0020,P000255,76,28.9,D004984,A004984,PF004984,0
O043837,C0004983,M0000,P000010,102,32.07,D004984,A004984,PF004984,1
O043838,C0004983,M0018,P000231,118,42.88,D004984,A004984,PF004984,1
O043839,C0004983,M0008,P000116,132,27.61,D004984,A004984,PF004984,2
O043840,C0004983,M0005,P000076,200,32.72,D004984,A004984,PF004984,4
O043841,C0004984,M0009,P000124,13,17.17,D004985,A004985,PF004985,0
O043842,C0004984,M0024,P000313,78,41.36,D004985,A004985,PF004985,0
O043843,C0004984,M0005,P000082,94,8.55,D004985,A004985,PF004985,1
O043844,C0004984,M0015,P000187,155,15.12,D004985,A004985,PF004985,3
O043845,C0004985,M0003,P000047,119,30.04,D004986,A004986,PF004986,1
O043846,C0004985,M0017,P000214,130,6.35,D004986,A004986,PF004986,2
O043847,C0004985,M0020,P000258,144,24.96,D004986,A004986,PF004986,2
O043848,C0004985,M0011,P000151,157,4.14,D004986,A004986,PF004986,3
O043849,C0004985,M0001,P000020,165,21.25,D004986,A004986,PF004986,3
O043850,C0004985,M0022,P000282,169,32.7,D004986,A004986,PF004986,3
O043851,C0004985,M0003,P000052,173,18.35,D004986,A004986,PF004986,3
O043852,C0004985,M0003,P000048,175,36.1,D004986,A004986,PF004986,3
O043853,C0004985,M0013,P000167,182,83.18,D004986,A004986,PF004986,4
O043854,C0004985,M0029,P000378,184,20.29,D004986,A004986,PF004986,4
O043855,C0004986,M0013,P000173,93,23.55,D004987,A004987,PF004987,1
O043856,C0004986,M0024,P000322,108,20.82,D004987,A004987,PF004987,1
O043857,C0004986,M0020,P000256,124,58.13,D004987,A004987,PF004987,2
O043858,C0004986,M0027,P000354,149,21.24,D004987,A004987,PF004987,2
O043859,C0004986,M0023,P000305,161,15.72,D004987,A004987,PF004987,3
O043860,C0004986,M0008,P000115,166,33.72,D004987,A004987,PF004987,3
O043861,C0004987,M0010,P000140,32,19.22,D004988,A004988,PF004988,0
O043862,C0004987,M0007,P000105,43,14.98,D004988,A004988,PF004988,0
O043863,C0004987,M0024,P000311,49,10.56,D004988,A004988,PF004988,0
O043864,C0004987,M0005,P000071,49,25.33,D004988,A004988,PF004988,0
O043865,C0004987,M0018,P000225,119,38.88,D004988,A004988,PF004988,1
O043866,C0004987,M0025,P000326,124,45.94,D004988,A004988,PF004988,2
O043867,C0004987,M0025,P000325,150,6.63,D004988,A004988,PF004988,3
O043868,C0004987,M0008,P000115,190,33.72,D004988,A004988,PF004988,4
O043869,C0004988,M0005,P000081,61,27.27,D004989,A004989,PF004989,0
O043870,C0004988,M0003,P000051,82,24.99,D004989,A004989,PF004989,0
O043871,C0004988,M0020,P000264,93,23.2,D004989,A004989,PF004989,1
O043872,C0004988,M0015,P000192,102,5.77,D004989,A004989,PF004989,1
O043873,C0004988,M0023,P000304,140,24.01,D004989,A004989,PF004989,2
O043874,C0004988,M0027,P000349,172,44.0,D004989,A004989,PF004989,3
O043875,C0004989,M0004,P000061,13,17.86,D004990,A004990,PF004990,0
O043876,C0004989,M0004,P000059,72,16.57,D004990,A004990,PF004990,0
O043877,C0004989,M0008,P000116,72,27.61,D004990,A004990,PF004990,0
O043878,C0004989,M0010,P000141,81,35.57,D004990,A004990,PF004990,0
O043879,C0004989,M0019,P000249,92,25.11,D004990,A004990,PF004990,1
O043880,C0004989,M0001,P000025,98,10.15,D004990,A004990,PF004990,1
O043881,C0004989,M0016,P000203,102,19.98,D004990,A004990,PF004990,1
O043882,C0004989,M0003,P000041,144,19.17,D004990,A004990,PF004990,2
O043883,C0004989,M0022,P000283,174,26.09,D004990,A004990,PF004990,3
O043884,C0004990,M0012,P000156,81,13.71,D004991,A004991,PF004991,0
O043885,C0004990,M0004,P000067,86,31.84,D004991,A004991,PF004991,0
O043886,C0004990,M0015,P000198,90,8.68,D004991,A004991,PF004991,1
O043887,C0004990,M0008,P000113,90,18.48,D004991,A004991,PF004991,1
O043888,C0004990,M0026,P000344,113,26.21,D004991,A004991,PF004991,1
O043889,C0004990,M0014,P000180,137,9.11,D004991,A004991,PF004991,2
O043890,C0004990,M0010,P000143,151,28.05,D004991,A004991,PF004991,3
O043891,C0004990,M0020,P000258,179,24.96,D004991,A004991,PF004991,3
O043892,C0004990,M0029,P000375,183,26.82,D004991,A004991,PF004991,4
O043893,C0004991,M0016,P000202,22,8.89,D004992,A004992,PF004992,0
O043894,C0004991,M0012,P000159,46,62.73,D004992,A004992,PF004992,0
O043895,C0004991,M0018,P000230,85,13.3,D004992,A004992,PF004992,0
O043896,C0004991,M0017,P000217,112,13.22,D004992,A004992,PF004992,1
O043897,C0004991,M0021,P000277,161,12.6,D004992,A004992,PF004992,3
O043898,C0004991,M0010,P000139,162,47.64,D004992,A004992,PF004992,3
O043899,C0004991,M0004,P000064,169,73.86,D004992,A004992,PF004992,3
O043900,C0004991,M0004,P000059,205,16.57,D004992,A004992,PF004992,4
O043901,C0004992,M0022,P000282,81,32.7,D004993,A004993,PF004993,0
O043902,C0004992,M0007,P000109,103,18.64,D004993,A004993,PF004993,1
O043903,C0004992,M0014,P000175,139,21.08,D004993,A004993,PF004993,2
O043904,C0004992,M0014,P000186,153,28.25,D004993,A004993,PF004993,3
O043905,C0004992,M0011,P000150,155,41.98,D004993,A004993,PF004993,3
O043906,C0004992,M0022,P000283,195,26.09,D004993,A004993,PF004993,4
O043907,C0004992,M0026,P000336,208,22.37,D004993,A004993,PF004993,4
O043908,C0004993,M0001,P000014,32,53.49,D004994,A006193,PF006193,0
O043909,C0004993,M0006,P000093,35,35.96,D004994,A006193,PF006193,0
O043910,C0004993,M0026,P000337,35,48.39,D004994,A006193,PF006193,0
O043911,C0004993,M0015,P000194,36,20.66,D004994,A006193,PF006193,0
O043912,C0004993,M0026,P000336,85,22.37,D004994,A006193,PF006193,0
O043913,C0004993,M0009,P000129,98,12.91,D004994,A006193,PF006193,1
O043914,C0004993,M0007,P000108,105,21.69,D004994,A006193,PF006193,1
O043915,C0004993,M0007,P000110,109,9.38,D004994,A006193,PF006193,1
O043916,C0004993,M0003,P000039,116,63.27,D004994,A006193,PF006193,1
O043917,C0004993,M0029,P000382,125,59.8,D004994,A006193,PF006193,2
O043918,C0004993,M0007,P000104,135,22.76,D004994,A006193,PF006193,2
O043919,C0004993,M0025,P000328,137,24.51,D004994,A006193,PF006193,2
O043920,C0004993,M0017,P000218,193,13.66,D004994,A006193,PF006193,4
O043921,C0004993,M0011,P000152,194,31.85,D004994,A006193,PF006193,4
O043922,C0004994,M0001,P000020,86,21.25,D004995,A004995,PF004995,0
O043923,C0004994,M0006,P000101,103,28.21,D004995,A004995,PF004995,1
O043924,C0004994,M0014,P000186,130,28.25,D004995,A004995,PF004995,2
O043925,C0004994,M0014,P000179,141,11.78,D004995,A004995,PF004995,2
O043926,C0004994,M0008,P000116,151,27.61,D004995,A004995,PF004995,3
O043927,C0004994,M0017,P000220,151,37.37,D004995,A004995,PF004995,3
O043928,C0004994,M0012,P000157,159,21.87,D004995,A004995,PF004995,3
O043929,C0004994,M0010,P000140,181,19.22,D004995,A004995,PF004995,4
O043930,C0004994,M0004,P000060,196,12.97,D004995,A004995,PF004995,4
O043931,C0004994,M0029,P000376,207,11.11,D004995,A004995,PF004995,4
O043932,C0004994,M0012,P000166,208,30.91,D004995,A004995,PF004995,4
O043933,C0004995,M0005,P000077,98,32.22,D006059,A006059,PF004996,1
O043934,C0004995,M0009,P000134,107,79.09,D006059,A006059,PF004996,1
O043935,C0004995,M0028,P000363,109,6.1,D006059,A006059,PF004996,1
O043936,C0004995,M0025,P000329,119,39.78,D006059,A006059,PF004996,1
O043937,C0004995,M0005,P000082,121,8.55,D006059,A006059,PF004996,2
O043938,C0004995,M0020,P000251,129,22.66,D006059,A006059,PF004996,2
O043939,C0004995,M0007,P000109,132,18.64,D006059,A006059,PF004996,2
O043940,C0004995,M0014,P000174,156,10.25,D006059,A006059,PF004996,3
O043941,C0004995,M0023,P000303,158,26.54,D006059,A006059,PF004996,3
O043942,C0004995,M0008,P000116,162,27.61,D006059,A006059,PF004996,3
O043943,C0004995,M0017,P000215,164,6.1,D006059,A006059,PF004996,3
O043944,C0004995,M0018,P000231,168,42.88,D006059,A006059,PF004996,3
O043945,C0004995,M0017,P000218,176,13.66,D006059,A006059,PF004996,3
O043946,C0004995,M0022,P000286,180,15.63,D006059,A006059,PF004996,4
O043947,C0004995,M0009,P000133,188,30.88,D_FRESH_C0004995,A_FRESH_C0004995,PF_FRESH_C0004995,4
O043948,C0004995,M0004,P000060,190,12.97,D006059,A006059,PF004996,4
O043949,C0004995,M0002,P000033,190,18.18,D_FRESH_C0004995,A_FRESH_C0004995,PF_FRESH_C0004995,4
O043950,C0004995,M0012,P000166,192,30.91,D006059,A006059,PF004996,4
O043951,C0004995,M0020,P000260,193,62.61,D006059,A006059,PF004996,4
O043952,C0004995,M0029,P000379,198,22.54,D006059,A006059,PF004996,4
O043953,C0004995,M0007,P000104,200,22.76,D006059,A006059,PF004996,4
O043954,C0004996,M0012,P000164,91,21.07,D004997,A004997,PF004997,1
O043955,C0004996,M0004,P000060,95,12.97,D004997,A004997,PF004997,1
O043956,C0004996,M0023,P000310,101,28.15,D004997,A004997,PF004997,1
O043957,C0004996,M0020,P000263,110,76.94,D004997,A004997,PF004997,1
O043958,C0004996,M0020,P000267,112,42.32,D004997,A004997,PF004997,1
O043959,C0004996,M0029,P000372,127,19.16,D004997,A004997,PF004997,2
O043960,C0004997,M0018,P000234,51,71.6,D004998,A004998,PF004998,0
O043961,C0004997,M0018,P000228,73,39.12,D004998,A004998,PF004998,0
O043962,C0004997,M0010,P000141,175,35.57,D004998,A004998,PF004998,3
O043963,C0004998,M0018,P000230,69,13.3,D004999,A004999,PF004999,0
O043964,C0004998,M0001,P000025,84,10.15,D004999,A004999,PF004999,0
O043965,C0004998,M0012,P000165,88,13.39,D004999,A004999,PF004999,0
O043966,C0004998,M0010,P000141,92,35.57,D004999,A004999,PF004999,1
O043967,C0004998,M0001,P000015,113,14.01,D004999,A004999,PF004999,1
O043968,C0004998,M0011,P000150,124,41.98,D004999,A004999,PF004999,2
O043969,C0004998,M0025,P000327,125,18.17,D004999,A004999,PF004999,2
O043970,C0004998,M0005,P000080,144,59.32,D004999,A004999,PF004999,2
O043971,C0004998,M0019,P000250,166,30.17,D004999,A004999,PF004999,3
O043972,C0004998,M0005,P000072,180,29.66,D004999,A004999,PF004999,4
O043973,C0004998,M0008,P000114,184,26.65,D004999,A004999,PF004999,4
O043974,C0004999,M0007,P000112,28,28.96,D005000,A005000,PF005000,0
O043975,C0004999,M0000,P000009,52,18.51,D005000,A005000,PF005000,0
O043976,C0004999,M0010,P000139,58,47.64,D005000,A005000,PF005000,0
O043977,C0004999,M0006,P000099,77,59.48,D005000,A005000,PF005000,0
O043978,C0004999,M0016,P000213,138,29.62,D005000,A005000,PF005000,2
O043979,C0004999,M0023,P000297,139,50.41,D005000,A005000,PF005000,2
O043980,C0004999,M0013,P000172,199,34.09,D005000,A005000,PF005000,4
O043981,C0004999,M0016,P000204,201,9.31,D005000,A005000,PF005000,4
O043982,C0005000,M0002,P000027,80,13.55,D005001,A005001,PF005001,0
O043983,C0005000,M0003,P000042,91,61.65,D005001,A005001,PF005001,1
O043984,C0005000,M0017,P000217,101,13.22,D005001,A005001,PF005001,1
O043985,C0005000,M0014,P000181,107,17.95,D005001,A005001,PF005001,1
O043986,C0005000,M0005,P000071,107,25.33,D005001,A005001,PF005001,1
O043987,C0005000,M0023,P000302,113,24.5,D005001,A005001,PF005001,1
O043988,C0005000,M0012,P000163,134,14.94,D005001,A005001,PF005001,2
O043989,C0005000,M0026,P000330,153,37.31,D005001,A005001,PF005001,3
O043990,C0005000,M0000,P000006,158,26.98,D005001,A005001,PF005001,3
O043991,C0005000,M0026,P000335,189,31.4,D005001,A005001,PF005001,4
O043992,C0005000,M0022,P000289,192,7.94,D005001,A005001,PF005001,4
O043993,C0005001,M0009,P000134,114,79.09,D006104,A005002,PF006104,1
O043994,C0005001,M0027,P000358,129,20.86,D006104,A005002,PF006104,2
O043995,C0005001,M0011,P000149,139,7.43,D006104,A005002,PF006104,2
O043996,C0005001,M0028,P000362,141,23.26,D006104,A005002,PF006104,2
O043997,C0005001,M0016,P000213,148,29.62,D006104,A005002,PF006104,2
O043998,C0005001,M0024,P000314,167,53.99,D006104,A005002,PF006104,3
O043999,C0005001,M0009,P000130,179,21.9,D006104,A005002,PF006104,3
O044000,C0005001,M0019,P000243,192,23.39,D006104,A005002,PF006104,4
O044001,C0005001,M0000,P000001,202,27.05,D_FRESH_C0005001,A_FRESH_C0005001,PF_FRESH_C0005001,4
O044002,C0005001,M0022,P000290,204,26.35,D006104,A005002,PF006104,4
O044003,C0005002,M0002,P000035,82,40.57,D005003,A005003,PF005003,0
O044004,C0005002,M0015,P000188,84,28.36,D005003,A005003,PF005003,0
O044005,C0005002,M0021,P000275,109,24.35,D005003,A005003,PF005003,1
O044006,C0005002,M0027,P000353,149,59.89,D005003,A005003,PF005003,2
O044007,C0005002,M0007,P000109,151,18.64,D005003,A005003,PF005003,3
O044008,C0005002,M0014,P000183,152,52.7,D005003,A005003,PF005003,3
O044009,C0005002,M0004,P000067,168,31.84,D005003,A005003,PF005003,3
O044010,C0005002,M0005,P000070,178,45.04,D005003,A005003,PF005003,3
O044011,C0005002,M0029,P000376,184,11.11,D005003,A005003,PF005003,4
O044012,C0005003,M0020,P000262,26,57.77,D005004,A005004,PF005004,0
O044013,C0005003,M0007,P000106,51,24.7,D005004,A005004,PF005004,0
O044014,C0005003,M0001,P000023,58,16.71,D005004,A005004,PF005004,0
O044015,C0005003,M0006,P000089,93,39.23,D005004,A005004,PF005004,1
O044016,C0005003,M0004,P000059,104,16.57,D005004,A005004,PF005004,1
O044017,C0005003,M0009,P000118,117,40.35,D005004,A005004,PF005004,1
O044018,C0005003,M0015,P000190,121,16.91,D005004,A005004,PF005004,2
O044019,C0005003,M0004,P000062,127,23.18,D005004,A005004,PF005004,2
O044020,C0005003,M0025,P000327,141,18.17,D005004,A005004,PF005004,2
O044021,C0005003,M0008,P000115,146,33.72,D005004,A005004,PF005004,2
O044022,C0005003,M0002,P000036,185,30.91,D005004,A005004,PF005004,4
O044023,C0005003,M0026,P000330,193,37.31,D005004,A005004,PF005004,4
O044024,C0005004,M0026,P000340,33,21.38,D005005,A005005,PF005005,0
O044025,C0005004,M0017,P000214,42,6.35,D005005,A005005,PF005005,0
O044026,C0005004,M0019,P000241,51,27.71,D005005,A005005,PF005005,0
O044027,C0005004,M0020,P000263,76,76.94,D005005,A005005,PF005005,0
O044028,C0005004,M0020,P000257,117,12.22,D005005,A005005,PF005005,1
O044029,C0005004,M0001,P000012,119,10.3,D005005,A005005,PF005005,1
O044030,C0005004,M0021,P000278,129,29.18,D005005,A005005,PF005005,2
O044031,C0005004,M0006,P000087,146,40.32,D005005,A005005,PF005005,2
O044032,C0005004,M0025,P000325,185,6.63,D005005,A005005,PF005005,4
O044033,C0005004,M0027,P000358,198,20.86,D005005,A005005,PF005005,4
O044034,C0005005,M0026,P000344,67,26.21,D005006,A005006,PF005006,0
O044035,C0005005,M0001,P000022,72,30.39,D005006,A005006,PF005006,0
O044036,C0005005,M0011,P000150,128,41.98,D005006,A005006,PF005006,2
O044037,C0005005,M0028,P000366,155,27.4,D005006,A005006,PF005006,3
O044038,C0005006,M0008,P000114,72,26.65,D005007,A006254,PF006254,0
O044039,C0005006,M0017,P000217,85,13.22,D005007,A006254,PF006254,0
O044040,C0005006,M0005,P000085,89,53.52,D005007,A006254,PF006254,0
O044041,C0005006,M0009,P000133,120,30.88,D005007,A006254,PF006254,2
O044042,C0005006,M0022,P000289,136,7.94,D005007,A006254,PF006254,2
O044043,C0005006,M0019,P000247,143,31.02,D005007,A006254,PF006254,2
O044044,C0005006,M0022,P000284,165,16.89,D005007,A006254,PF006254,3
O044045,C0005006,M0002,P000034,170,15.88,D005007,A006254,PF006254,3
O044046,C0005006,M0000,P000001,170,27.05,D005007,A006254,PF006254,3
O044047,C0005006,M0002,P000037,186,16.56,D005007,A006254,PF006254,4
O044048,C0005006,M0021,P000273,189,29.0,D005007,A006254,PF006254,4
O044049,C0005006,M0005,P000072,197,29.66,D005007,A006254,PF006254,4
O044050,C0005006,M0026,P000340,200,21.38,D005007,A006254,PF006254,4
O044051,C0005006,M0028,P000363,205,6.1,D005007,A006254,PF006254,4
O044052,C0005006,M0007,P000107,206,40.65,D005007,A006254,PF006254,4
O044053,C0005007,M0023,P000303,68,26.54,D005008,A005008,PF005008,0
O044054,C0005007,M0015,P000201,94,14.56,D005008,A005008,PF005008,1
O044055,C0005007,M0016,P000210,99,17.94,D005008,A005008,PF005008,1
O044056,C0005007,M0001,P000013,104,31.18,D005008,A005008,PF005008,1
O044057,C0005007,M0023,P000296,119,27.85,D005008,A005008,PF005008,1
O044058,C0005007,M0028,P000371,143,14.64,D005008,A005008,PF005008,2
O044059,C0005007,M0022,P000292,166,21.34,D005008,A005008,PF005008,3
