return_id,order_id,customer_id,return_day,reason_code,refund_amount,true_abuse_label
R007294,O041966,C0004767,176,not_as_described,21.48,0
R007295,O041973,C0004768,190,duplicate_order,17.52,0
R007296,O041983,C0004770,154,other,31.93,1
R007297,O041984,C0004770,164,changed_mind,18.63,1
R007298,O041985,C0004770,176,size_fit,20.66,1
R007299,O041987,C0004770,200,changed_mind,15.23,1
R007300,O041988,C0004770,206,changed_mind,21.06,1
R007301,O041993,C0004771,177,changed_mind,9.62,0
R007302,O041996,C0004771,195,duplicate_order,7.94,0
R007303,O042003,C0004772,152,not_as_described,32.09,1
R007304,O042005,C0004772,153,changed_mind,10.8,1
R007305,O042006,C0004772,160,changed_mind,51.92,1
R007306,O042012,C0004773,131,changed_mind,21.74,0
R007307,O042014,C0004773,146,other,43.86,0
R007308,O042023,C0004774,128,changed_mind,15.62,0
R007309,O042024,C0004774,131,duplicate_order,33.72,0
R007310,O042028,C0004774,200,not_as_described,13.3,0
R007311,O042048,C0004776,209,duplicate_order,21.03,0
R007312,O042053,C0004777,185,defective,32.07,0
R007313,O042063,C0004780,88,defective,10.48,1
R007314,O042064,C0004780,101,changed_mind,27.85,1
R007315,O042066,C0004780,185,changed_mind,16.71,1
R007316,O042067,C0004780,206,defective,21.92,1
R007317,O042071,C0004781,70,duplicate_order,9.38,0
R007318,O042073,C0004781,109,other,39.78,0
R007319,O042076,C0004781,124,defective,20.29,0
R007320,O042080,C0004781,176,duplicate_order,41.36,0
R007321,O042085,C0004781,204,duplicate_order,9.62,0
R007322,O042090,C0004783,40,changed_mind,13.83,1
R007323,O042091,C0004783,41,size_fit,12.26,1
R007324,O042095,C0004783,71,changed_mind,20.02,1
R007325,O042096,C0004783,93,changed_mind,32.7,1
R007326,O042097,C0004783,104,changed_mind,30.17,1
R007327,O042098,C0004783,110,changed_mind,18.51,1
R007328,O042099,C0004783,132,duplicate_order,31.4,1
R007329,O042109,C0004784,75,changed_mind,10.75,1
R007330,O042110,C0004784,77,size_fit,17.52,1
R007331,O042111,C0004784,83,changed_mind,23.26,1
R007332,O042112,C0004784,86,changed_mind,22.4,1
R007333,O042113,C0004784,124,changed_mind,28.9,1
R007334,O042115,C0004784,138,changed_mind,8.92,1
R007335,O042116,C0004784,153,changed_mind,31.02,1
R007336,O042119,C0004784,188,changed_mind,37.66,1
R007337,O042129,C0004786,93,changed_mind,22.37,1
R007338,O042130,C0004786,110,changed_mind,21.48,1
R007339,O042131,C0004786,119,duplicate_order,23.55,1
R007340,O042132,C0004786,152,changed_mind,28.21,1
R007341,O042133,C0004786,164,changed_mind,16.16,1
R007342,O042134,C0004786,180,duplicate_order,38.23,1
R007343,O042137,C0004786,209,changed_mind,58.29,1
R007344,O042139,C0004787,119,changed_mind,9.31,1
R007345,O042140,C0004787,154,not_as_described,60.28,1
R007346,O042142,C0004787,170,changed_mind,70.86,1
R007347,O042145,C0004787,203,other,14.7,1
R007348,O042146,C0004788,101,changed_mind,46.54,1
R007349,O042148,C0004788,140,changed_mind,41.98,1
R007350,O042149,C0004788,144,changed_mind,19.22,1
R007351,O042150,C0004788,175,other,62.73,1
R007352,O042151,C0004788,198,changed_mind,31.93,1
R007353,O042154,C0004789,161,changed_mind,53.52,0
R007354,O042166,C0004791,10,changed_mind,19.16,1
R007355,O042170,C0004791,64,defective,24.55,1
R007356,O042171,C0004791,89,changed_mind,38.86,1
R007357,O042173,C0004791,104,changed_mind,17.94,1
R007358,O042174,C0004791,146,changed_mind,40.22,1
R007359,O042179,C0004791,209,duplicate_order,22.54,1
R007360,O042190,C0004793,70,size_fit,12.26,0
R007361,O042209,C0004794,194,size_fit,28.74,0
R007362,O042210,C0004794,209,changed_mind,38.23,0
R007363,O042215,C0004795,153,defective,50.83,0
R007364,O042224,C0004796,147,duplicate_order,39.49,0
R007365,O042227,C0004796,209,duplicate_order,6.2,0
R007366,O042228,C0004796,209,other,45.04,0
R007367,O042229,C0004797,14,changed_mind,29.62,1
R007368,O042237,C0004798,101,duplicate_order,14.39,1
R007369,O042238,C0004798,103,duplicate_order,33.72,1
R007370,O042239,C0004798,107,changed_mind,23.31,1
R007371,O042240,C0004798,118,duplicate_order,20.29,1
R007372,O042241,C0004798,115,not_as_described,15.12,1
R007373,O042242,C0004798,125,changed_mind,9.45,1
R007374,O042244,C0004798,133,other,23.39,1
R007375,O042246,C0004798,149,changed_mind,20.86,1
R007376,O042247,C0004798,153,changed_mind,23.27,1
R007377,O042253,C0004798,206,size_fit,12.91,1
R007378,O042254,C0004799,44,size_fit,9.99,1
R007379,O042255,C0004799,51,changed_mind,32.07,1
R007380,O042256,C0004799,60,changed_mind,12.36,1
R007381,O042257,C0004799,61,changed_mind,37.31,1
R007382,O042259,C0004799,68,changed_mind,62.73,1
R007383,O042261,C0004799,94,changed_mind,14.39,1
R007384,O042262,C0004799,98,changed_mind,21.08,1
R007385,O042264,C0004799,171,other,22.55,1
R007386,O042268,C0004799,183,size_fit,40.35,1
R007387,O042270,C0004799,208,duplicate_order,40.22,1
R007388,O042276,C0004800,209,duplicate_order,40.57,0
R007389,O042294,C0004803,172,size_fit,10.25,0
R007390,O042305,C0004805,40,other,6.2,0
R007391,O042306,C0004805,46,other,21.62,0
R007392,O042307,C0004805,53,other,16.89,0
R007393,O042309,C0004805,55,not_as_described,5.83,0
R007394,O042311,C0004805,77,changed_mind,33.54,0
R007395,O042312,C0004805,81,not_as_described,4.14,0
R007396,O042315,C0004805,130,defective,70.86,0
R007397,O042316,C0004805,139,changed_mind,32.02,0
R007398,O042319,C0004805,158,defective,6.35,0
R007399,O042320,C0004805,153,changed_mind,21.06,0
R007400,O042322,C0004805,176,duplicate_order,35.57,0
R007401,O042324,C0004805,209,size_fit,31.02,0
R007402,O042325,C0004806,104,size_fit,22.31,1
R007403,O042332,C0004806,209,defective,23.26,1
R007404,O042334,C0004806,209,duplicate_order,13.55,1
R007405,O042337,C0004807,111,changed_mind,25.3,0
R007406,O042340,C0004807,177,changed_mind,35.51,0
R007407,O042360,C0004810,94,not_as_described,37.02,0
R007408,O042363,C0004810,130,changed_mind,2.75,0
R007409,O042367,C0004810,204,defective,23.65,0
R007410,O042382,C0004813,89,duplicate_order,29.58,0
R007411,O042387,C0004814,142,changed_mind,14.98,0
R007412,O042394,C0004815,99,duplicate_order,30.39,1
R007413,O042396,C0004815,131,changed_mind,15.23,1
R007414,O042397,C0004815,133,duplicate_order,20.08,1
R007415,O042398,C0004815,153,changed_mind,6.35,1
R007416,O042399,C0004815,173,changed_mind,37.37,1
R007417,O042400,C0004815,179,changed_mind,31.93,1
R007418,O042403,C0004815,209,not_as_described,21.03,1
R007419,O042428,C0004821,112,changed_mind,6.63,1
R007420,O042429,C0004821,119,changed_mind,26.09,1
R007421,O042430,C0004821,121,changed_mind,9.31,1
R007422,O042432,C0004821,135,size_fit,19.67,1
R007423,O042435,C0004821,143,changed_mind,28.25,1
R007424,O042436,C0004821,145,changed_mind,53.99,1
R007425,O042442,C0004821,204,changed_mind,62.73,1
R007426,O042446,C0004822,110,size_fit,13.71,1
R007427,O042447,C0004822,144,changed_mind,13.3,1
R007428,O042454,C0004823,165,changed_mind,11.76,0
R007429,O042464,C0004825,41,defective,19.51,0
R007430,O042467,C0004825,83,other,16.23,0
R007431,O042493,C0004827,195,duplicate_order,21.19,0
R007432,O042497,C0004828,126,changed_mind,32.62,1
R007433,O042499,C0004828,132,defective,14.98,1
R007434,O042501,C0004828,141,other,21.48,1
R007435,O042502,C0004828,156,changed_mind,14.61,1
R007436,O042503,C0004828,157,changed_mind,21.87,1
R007437,O042504,C0004828,171,size_fit,38.46,1
R007438,O042515,C0004829,192,changed_mind,20.7,0
R007439,O042521,C0004830,209,duplicate_order,25.44,0
R007440,O042529,C0004831,163,changed_mind,31.84,0
R007441,O042543,C0004833,0,other,21.62,1
R007442,O042551,C0004833,195,changed_mind,33.72,1
R007443,O042559,C0004834,108,changed_mind,18.64,0
R007444,O042567,C0004835,89,other,20.7,0
R007445,O042571,C0004835,117,changed_mind,14.01,0
R007446,O042576,C0004835,209,defective,45.94,0
R007447,O042587,C0004837,22,duplicate_order,15.23,1
R007448,O042591,C0004837,147,not_as_described,20.82,1
R007449,O042592,C0004837,151,changed_mind,19.22,1
R007450,O042594,C0004837,166,changed_mind,42.32,1
R007451,O042596,C0004837,187,changed_mind,10.15,1
R007452,O042597,C0004837,191,changed_mind,31.85,1
R007453,O042603,C0004838,209,changed_mind,22.37,0
R007454,O042632,C0004841,203,other,5.77,0
R007455,O042635,C0004842,100,changed_mind,26.82,1
R007456,O042643,C0004842,160,changed_mind,10.15,1
R007457,O042650,C0004842,206,changed_mind,35.51,1
R007458,O042656,C0004844,46,size_fit,62.73,0
R007459,O042658,C0004844,90,duplicate_order,5.47,0
R007460,O042684,C0004847,107,changed_mind,59.89,0
R007461,O042689,C0004848,103,other,13.56,1
R007462,O042692,C0004848,157,not_as_described,18.17,1
R007463,O042703,C0004849,209,duplicate_order,23.16,0
R007464,O042718,C0004851,95,other,28.05,0
R007465,O042731,C0004852,168,defective,21.62,0
R007466,O042773,C0004857,65,changed_mind,10.56,1
R007467,O042774,C0004857,67,changed_mind,27.99,1
R007468,O042775,C0004857,68,defective,59.89,1
R007469,O042776,C0004857,73,not_as_described,13.3,1
R007470,O042778,C0004857,87,changed_mind,29.18,1
R007471,O042779,C0004857,103,changed_mind,58.08,1
R007472,O042781,C0004857,118,other,18.83,1
R007473,O042785,C0004857,188,other,48.43,1
R007474,O042798,C0004859,169,size_fit,10.74,0
R007475,O042800,C0004859,209,duplicate_order,79.54,0
R007476,O042808,C0004860,209,size_fit,20.66,0
R007477,O042823,C0004862,201,other,13.71,0
R007478,O042826,C0004863,90,duplicate_order,12.43,0
R007479,O042844,C0004865,28,not_as_described,24.7,1
R007480,O042845,C0004865,46,changed_mind,26.72,1
R007481,O042849,C0004865,175,changed_mind,40.05,1
R007482,O042853,C0004866,90,duplicate_order,23.55,1
R007483,O042855,C0004866,160,duplicate_order,30.91,1
R007484,O042858,C0004867,126,changed_mind,23.26,0
R007485,O042865,C0004868,65,changed_mind,31.57,1
R007486,O042866,C0004868,76,changed_mind,30.91,1
R007487,O042872,C0004868,193,not_as_described,13.57,1
R007488,O042873,C0004869,78,changed_mind,22.37,1
R007489,O042875,C0004869,102,changed_mind,75.89,1
R007490,O042878,C0004869,109,duplicate_order,25.48,1
R007491,O042882,C0004869,158,changed_mind,27.61,1
R007492,O042883,C0004869,167,not_as_described,38.23,1
R007493,O042895,C0004870,201,other,16.71,0
R007494,O042903,C0004872,52,other,19.63,0
R007495,O042906,C0004872,127,other,28.2,0
R007496,O042917,C0004873,138,changed_mind,19.03,0
R007497,O042937,C0004876,76,changed_mind,25.11,1
R007498,O042940,C0004876,109,changed_mind,27.61,1
R007499,O042941,C0004876,109,changed_mind,38.03,1
R007500,O042943,C0004876,112,size_fit,18.63,1
R007501,O042944,C0004876,118,changed_mind,23.55,1
R007502,O042957,C0004878,90,not_as_described,11.4,0
R007503,O042959,C0004878,120,defective,12.14,0
R007504,O042962,C0004878,176,not_as_described,35.46,0
R007505,O042963,C0004878,179,changed_mind,37.02,0
R007506,O042977,C0004881,63,duplicate_order,39.78,1
R007507,O042978,C0004881,86,duplicate_order,15.72,1
R007508,O042981,C0004881,130,changed_mind,18.17,1
R007509,O042982,C0004881,133,changed_mind,76.94,1
R007510,O042983,C0004881,149,changed_mind,23.55,1
R007511,O042984,C0004881,200,changed_mind,8.89,1
R007512,O042997,C0004883,196,defective,39.78,0
R007513,O042999,C0004883,209,changed_mind,6.63,0
R007514,O043031,C0004888,69,defective,30.25,0
R007515,O043050,C0004889,209,size_fit,29.18,0
R007516,O043059,C0004890,189,not_as_described,83.18,0
R007517,O043064,C0004891,64,defective,14.39,0
R007518,O043118,C0004899,36,changed_mind,23.06,1
R007519,O043119,C0004899,66,size_fit,6.1,1
R007520,O043144,C0004902,114,duplicate_order,53.52,0
R007521,O043145,C0004902,117,not_as_described,21.71,0
R007522,O043161,C0004905,50,defective,51.92,0
R007523,O043185,C0004907,209,duplicate_order,35.86,0
R007524,O043200,C0004909,144,other,10.33,0
R007525,O043207,C0004909,209,duplicate_order,18.35,0
R007526,O043214,C0004910,109,defective,38.86,0
R007527,O043218,C0004911,58,size_fit,19.22,1
R007528,O043219,C0004911,62,changed_mind,40.65,1
R007529,O043220,C0004911,91,changed_mind,23.31,1
R007530,O043221,C0004911,109,changed_mind,52.7,1
R007531,O043225,C0004911,196,other,19.24,1
R007532,O043236,C0004913,56,changed_mind,26.35,1
R007533,O043237,C0004913,58,changed_mind,17.21,1
R007534,O043239,C0004913,107,changed_mind,7.67,1
R007535,O043241,C0004913,115,changed_mind,28.96,1
R007536,O043242,C0004913,125,changed_mind,19.16,1
R007537,O043243,C0004913,168,changed_mind,10.56,1
R007538,O043245,C0004913,194,changed_mind,22.03,1
R007539,O043246,C0004914,104,other,27.01,0
R007540,O043247,C0004914,127,duplicate_order,44.59,0
R007541,O043248,C0004914,130,size_fit,41.36,0
R007542,O043250,C0004914,151,duplicate_order,40.35,0
R007543,O043254,C0004914,205,other,31.93,0
R007544,O043256,C0004914,209,other,11.4,0
R007545,O043279,C0004918,82,duplicate_order,23.56,0
R007546,O043306,C0004921,105,other,41.05,0
R007547,O043307,C0004921,120,changed_mind,42.32,0
R007548,O043313,C0004922,63,changed_mind,39.78,1
R007549,O043315,C0004922,76,changed_mind,32.02,1
R007550,O043316,C0004922,80,changed_mind,53.99,1
R007551,O043317,C0004922,82,not_as_described,19.51,1
R007552,O043319,C0004922,87,not_as_described,20.02,1
R007553,O043370,C0004927,23,changed_mind,7.94,1
R007554,O043376,C0004927,209,not_as_described,31.84,1
R007555,O043383,C0004928,151,duplicate_order,14.65,0
R007556,O043416,C0004933,19,changed_mind,21.25,1
R007557,O043418,C0004933,65,changed_mind,27.85,1
R007558,O043419,C0004933,72,changed_mind,34.09,1
R007559,O043420,C0004933,85,changed_mind,12.14,1
R007560,O043438,C0004935,141,defective,46.54,0
R007561,O043455,C0004938,93,duplicate_order,21.07,1
R007562,O043456,C0004938,92,changed_mind,40.35,1
R007563,O043457,C0004938,94,changed_mind,20.66,1
R007564,O043459,C0004938,168,size_fit,9.45,1
R007565,O043463,C0004938,197,size_fit,71.6,1
R007566,O043469,C0004939,151,defective,38.86,0
R007567,O043487,C0004941,79,not_as_described,23.06,0
R007568,O043511,C0004945,66,changed_mind,9.99,1
R007569,O043512,C0004945,125,size_fit,26.65,1
R007570,O043514,C0004945,147,changed_mind,20.04,1
R007571,O043515,C0004945,183,changed_mind,20.86,1
R007572,O043518,C0004946,118,defective,26.98,0
R007573,O043524,C0004946,199,defective,19.24,0
R007574,O043527,C0004947,159,duplicate_order,4.14,0
R007575,O043537,C0004948,129,other,13.3,0
R007576,O043546,C0004949,99,not_as_described,35.95,0
R007577,O043556,C0004949,209,defective,34.76,0
R007578,O043562,C0004950,69,not_as_described,21.07,0
R007579,O043573,C0004951,109,duplicate_order,28.2,0
R007580,O043576,C0004951,145,other,18.64,0
R007581,O043593,C0004953,97,changed_mind,28.55,1
R007582,O043595,C0004953,130,not_as_described,15.52,1
R007583,O043596,C0004953,153,defective,12.65,1
R007584,O043597,C0004953,163,changed_mind,5.27,1
R007585,O043604,C0004954,134,other,23.2,0
R007586,O043609,C0004955,142,not_as_described,5.83,0
R007587,O043631,C0004958,111,size_fit,13.3,0
R007588,O043639,C0004958,154,not_as_described,71.6,0
R007589,O043658,C0004960,143,size_fit,26.65,0
R007590,O043670,C0004962,108,changed_mind,24.55,1
R007591,O043672,C0004962,180,duplicate_order,17.25,1
R007592,O043693,C0004965,69,size_fit,35.86,0
R007593,O043711,C0004967,183,duplicate_order,5.47,0
R007594,O043720,C0004968,177,defective,33.54,0
R007595,O043721,C0004968,203,defective,30.91,0
R007596,O043724,C0004968,209,other,15.72,0
R007597,O043726,C0004969,143,defective,21.48,0
R007598,O043746,C0004972,98,other,24.7,1
R007599,O043747,C0004972,103,changed_mind,32.1,1
R007600,O043748,C0004972,113,other,21.07,1
R007601,O043750,C0004972,136,other,28.15,1
R007602,O043752,C0004972,157,changed_mind,6.35,1
R007603,O043754,C0004972,209,defective,33.54,1
R007604,O043755,C0004973,114,other,28.55,0
R007605,O043764,C0004974,92,defective,13.56,0
R007606,O043766,C0004974,105,changed_mind,16.14,0
R007607,O043771,C0004974,145,defective,19.51,0
R007608,O043772,C0004974,142,changed_mind,43.01,0
R007609,O043773,C0004974,163,size_fit,9.99,0
R007610,O043776,C0004974,209,changed_mind,9.45,0
R007611,O043783,C0004975,133,changed_mind,26.65,0
R007612,O043791,C0004977,78,duplicate_order,23.39,0
R007613,O043823,C0004982,97,other,14.79,0
R007614,O043850,C0004985,178,not_as_described,32.7,0
R007615,O043856,C0004986,125,other,20.82,0
R007616,O043869,C0004988,79,changed_mind,27.27,0
R007617,O043876,C0004989,80,other,16.57,0
R007618,O043892,C0004990,201,defective,26.82,0
R007619,O043901,C0004992,93,size_fit,32.7,0
R007620,O043909,C0004993,37,defective,35.96,1
R007621,O043910,C0004993,38,size_fit,48.39,1
R007622,O043911,C0004993,37,changed_mind,20.66,1
R007623,O043912,C0004993,88,not_as_described,22.37,1
R007624,O043916,C0004993,116,changed_mind,63.27,1
R007625,O043921,C0004993,198,duplicate_order,31.85,1
R007626,O043933,C0004995,99,changed_mind,32.22,1
R007627,O043936,C0004995,121,other,39.78,1
R007628,O043937,C0004995,122,changed_mind,8.55,1
R007629,O043938,C0004995,132,changed_mind,22.66,1
R007630,O043939,C0004995,135,changed_mind,18.64,1
R007631,O043940,C0004995,158,changed_mind,10.25,1
R007632,O043941,C0004995,159,changed_mind,26.54,1
R007633,O043942,C0004995,163,defective,27.61,1
R007634,O043943,C0004995,166,changed_mind,6.1,1
R007635,O043944,C0004995,168,changed_mind,42.88,1
R007636,O043946,C0004995,181,other,15.63,1
R007637,O043948,C0004995,192,changed_mind,12.97,1
R007638,O043950,C0004995,193,other,30.91,1
R007639,O043951,C0004995,195,changed_mind,62.61,1
R007640,O043952,C0004995,200,duplicate_order,22.54,1
R007641,O043954,C0004996,109,defective,21.07,0
R007642,O043970,C0004998,159,duplicate_order,59.32,0
R007643,O043994,C0005001,132,other,20.86,1
R007644,O043995,C0005001,142,other,7.43,1
R007645,O043996,C0005001,142,other,23.26,1
R007646,O043997,C0005001,148,not_as_described,29.62,1
R007647,O043999,C0005001,181,changed_mind,21.9,1
R007648,O044000,C0005001,192,changed_mind,23.39,1
R007649,O044001,C0005001,204,changed_mind,27.05,1
R007650,O044002,C0005001,206,size_fit,26.35,1
R007651,O044004,C0005002,90,changed_mind,28.36,0
R007652,O044008,C0005002,172,changed_mind,52.7,0
R007653,O044016,C0005003,125,defective,16.57,0
R007654,O044019,C0005003,146,defective,23.18,0
R007655,O044039,C0005006,95,size_fit,13.22,0
R007656,O044042,C0005006,154,size_fit,7.94,0
R007657,O044075,C0005008,199,duplicate_order,20.7,0
R007658,O044077,C0005009,56,changed_mind,39.49,1
R007659,O044080,C0005009,101,changed_mind,17.95,1
R007660,O044086,C0005009,195,defective,28.2,1
R007661,O044091,C0005010,63,changed_mind,13.55,1
R007662,O044100,C0005011,150,not_as_described,18.32,0
R007663,O044105,C0005012,70,size_fit,44.0,0
R007664,O044110,C0005013,67,not_as_described,25.11,1
R007665,O044112,C0005013,97,changed_mind,15.99,1
R007666,O044113,C0005013,174,changed_mind,37.02,1
R007667,O044124,C0005014,131,changed_mind,24.12,0
R007668,O044125,C0005014,198,size_fit,20.02,0
R007669,O044128,C0005015,103,size_fit,27.71,0
R007670,O044142,C0005017,73,changed_mind,27.61,1
R007671,O044145,C0005017,112,changed_mind,60.28,1
R007672,O044150,C0005018,95,changed_mind,14.7,1
R007673,O044151,C0005018,110,changed_mind,35.57,1
R007674,O044152,C0005018,115,changed_mind,74.34,1
R007675,O044155,C0005018,154,defective,26.65,1
R007676,O044165,C0005020,84,not_as_described,18.83,0
R007677,O044181,C0005022,136,other,14.98,0
R007678,O044182,C0005022,167,other,25.11,0
R007679,O044186,C0005023,83,changed_mind,59.8,1
R007680,O044191,C0005023,149,changed_mind,13.57,1
R007681,O044192,C0005023,150,changed_mind,23.26,1
R007682,O044193,C0005023,155,defective,61.65,1
R007683,O044195,C0005023,172,duplicate_order,6.63,1
R007684,O044197,C0005024,125,not_as_described,17.16,0
R007685,O044214,C0005026,114,changed_mind,26.09,0
R007686,O044219,C0005026,204,duplicate_order,21.72,0
R007687,O044230,C0005028,58,changed_mind,22.31,1
R007688,O044231,C0005028,100,changed_mind,22.37,1
R007689,O044232,C0005028,139,changed_mind,22.54,1
R007690,O044233,C0005028,160,defective,21.92,1
R007691,O044237,C0005028,200,changed_mind,40.22,1
R007692,O044238,C0005028,205,changed_mind,31.84,1
R007693,O044247,C0005030,48,changed_mind,21.25,1
R007694,O044248,C0005030,89,changed_mind,35.86,1
R007695,O044251,C0005030,102,changed_mind,58.08,1
R007696,O044255,C0005030,196,changed_mind,20.86,1
R007697,O044256,C0005030,209,duplicate_order,40.22,1
R007698,O044258,C0005031,29,duplicate_order,28.55,0
R007699,O044285,C0005034,161,other,17.21,0
R007700,O044339,C0005040,180,duplicate_order,38.86,0
R007701,O044342,C0005041,41,size_fit,37.37,0
R007702,O044344,C0005041,80,not_as_described,28.36,0
R007703,O044346,C0005041,89,other,27.01,0
R007704,O044347,C0005041,96,other,14.7,0
R007705,O044348,C0005041,99,other,10.3,0
R007706,O044349,C0005041,99,other,37.32,0
R007707,O044352,C0005041,137,duplicate_order,12.97,0
R007708,O044379,C0005044,191,duplicate_order,12.43,0
R007709,O044388,C0005045,157,defective,10.33,0
R007710,O044398,C0005046,142,other,33.54,0
R007711,O044405,C0005047,86,changed_mind,24.74,1
R007712,O044406,C0005047,128,changed_mind,24.51,1
R007713,O044407,C0005047,139,duplicate_order,9.62,1
R007714,O044408,C0005047,146,not_as_described,20.86,1
R007715,O044409,C0005047,166,changed_mind,28.15,1
R007716,O044410,C0005047,195,changed_mind,62.73,1
R007717,O044411,C0005047,196,changed_mind,8.89,1
R007718,O044412,C0005047,201,other,41.98,1
R007719,O044426,C0005050,89,changed_mind,35.96,1
R007720,O044427,C0005050,109,defective,18.18,1
R007721,O044428,C0005050,110,changed_mind,18.18,1
R007722,O044432,C0005050,190,size_fit,16.56,1
R007723,O044436,C0005050,209,changed_mind,22.55,1
R007724,O044445,C0005052,60,other,42.32,1
R007725,O044447,C0005052,65,changed_mind,27.85,1
R007726,O044448,C0005052,68,other,10.7,1
R007727,O044449,C0005052,71,changed_mind,20.35,1
R007728,O044452,C0005052,153,changed_mind,35.57,1
R007729,O044454,C0005052,178,changed_mind,25.11,1
R007730,O044456,C0005052,186,changed_mind,23.65,1
R007731,O044457,C0005052,192,changed_mind,5.47,1
R007732,O044458,C0005052,207,changed_mind,8.89,1
R007733,O044476,C0005054,102,other,12.59,1
R007734,O044477,C0005054,116,changed_mind,23.39,1
R007735,O044478,C0005054,117,duplicate_order,31.85,1
R007736,O044481,C0005054,167,size_fit,18.17,1
R007737,O044488,C0005055,59,changed_mind,55.83,1
R007738,O044490,C0005055,90,changed_mind,12.36,1
R007739,O044494,C0005055,146,duplicate_order,24.75,1
R007740,O044495,C0005055,155,size_fit,33.94,1
R007741,O044497,C0005055,180,other,12.65,1
R007742,O044501,C0005056,59,changed_mind,83.18,1
R007743,O044502,C0005056,60,not_as_described,28.05,1
R007744,O044503,C0005056,92,changed_mind,47.64,1
R007745,O044505,C0005056,173,changed_mind,32.22,1
R007746,O044507,C0005056,171,changed_mind,17.17,1
R007747,O044532,C0005059,102,changed_mind,61.65,1
R007748,O044533,C0005059,106,changed_mind,25.44,1
R007749,O044534,C0005059,119,size_fit,30.39,1
R007750,O044535,C0005059,142,changed_mind,13.66,1
R007751,O044538,C0005059,159,size_fit,11.76,1
R007752,O044539,C0005059,172,defective,20.7,1
R007753,O044541,C0005059,189,duplicate_order,26.09,1
R007754,O044543,C0005059,202,changed_mind,30.88,1
R007755,O044544,C0005059,206,changed_mind,9.77,1
R007756,O044545,C0005059,207,not_as_described,38.03,1
R007757,O044546,C0005060,86,changed_mind,50.83,0
R007758,O044567,C0005062,41,other,17.56,1
R007759,O044568,C0005062,48,changed_mind,20.66,1
R007760,O044569,C0005062,64,size_fit,33.54,1
R007761,O044572,C0005062,109,defective,13.22,1
R007762,O044577,C0005062,146,size_fit,28.05,1
R007763,O044578,C0005062,162,size_fit,37.32,1
R007764,O044582,C0005062,202,changed_mind,39.49,1
R007765,O044584,C0005063,74,other,27.71,0
R007766,O044604,C0005065,79,not_as_described,35.57,0
R007767,O044608,C0005066,120,changed_mind,5.83,0
R007768,O044615,C0005067,50,other,39.78,0
R007769,O044620,C0005067,118,changed_mind,22.54,0
R007770,O044648,C0005069,209,defective,22.55,0
R007771,O044650,C0005070,99,duplicate_order,59.48,1
R007772,O044651,C0005070,123,changed_mind,18.48,1
R007773,O044652,C0005070,130,changed_mind,6.37,1
R007774,O044653,C0005070,162,defective,5.47,1
R007775,O044654,C0005070,206,changed_mind,28.96,1
R007776,O044655,C0005071,45,duplicate_order,18.17,0
R007777,O044661,C0005072,43,duplicate_order,24.7,0
R007778,O044670,C0005073,149,defective,31.45,0
R007779,O044680,C0005074,63,changed_mind,83.18,1
R007780,O044681,C0005074,100,duplicate_order,47.64,1
R007781,O044682,C0005074,122,not_as_described,32.02,1
R007782,O044683,C0005074,153,changed_mind,28.05,1
R007783,O044684,C0005074,173,size_fit,34.76,1
R007784,O044685,C0005074,195,changed_mind,38.86,1
R007785,O044687,C0005074,204,duplicate_order,21.9,1
R007786,O044702,C0005076,88,other,35.25,0
R007787,O044708,C0005077,135,not_as_described,15.06,0
R007788,O044710,C0005077,209,other,60.28,0
R007789,O044717,C0005078,132,changed_mind,19.03,0
R007790,O044720,C0005079,106,other,27.61,0
R007791,O044733,C0005080,149,changed_mind,13.56,0
R007792,O044734,C0005080,157,duplicate_order,12.14,0
R007793,O044735,C0005080,153,not_as_described,15.23,0
R007794,O044737,C0005080,166,other,38.46,0
R007795,O044756,C0005083,88,not_as_described,16.71,0
R007796,O044765,C0005084,198,not_as_described,23.55,0
R007797,O044766,C0005084,195,other,61.65,0
R007798,O044770,C0005085,74,changed_mind,29.18,1
R007799,O044771,C0005085,82,changed_mind,28.05,1
R007800,O044772,C0005085,96,changed_mind,21.62,1
R007801,O044773,C0005085,113,changed_mind,44.59,1
R007802,O044774,C0005085,118,changed_mind,15.68,1
R007803,O044775,C0005085,135,duplicate_order,83.18,1
R007804,O044776,C0005085,146,changed_mind,32.22,1
R007805,O044777,C0005085,169,duplicate_order,14.39,1
R007806,O044778,C0005085,175,changed_mind,26.98,1
R007807,O044779,C0005085,184,changed_mind,28.21,1
R007808,O044780,C0005085,198,changed_mind,18.48,1
R007809,O044781,C0005086,72,defective,44.59,0
R007810,O044791,C0005087,111,size_fit,38.88,0
R007811,O044810,C0005089,54,changed_mind,9.62,1
R007812,O044812,C0005089,74,changed_mind,25.11,1
R007813,O044813,C0005089,77,size_fit,40.57,1
R007814,O044814,C0005089,86,changed_mind,30.39,1
R007815,O044815,C0005089,115,changed_mind,29.12,1
R007816,O044816,C0005089,158,changed_mind,26.65,1
R007817,O044818,C0005089,178,not_as_described,31.85,1
R007818,O044819,C0005089,182,defective,51.92,1
R007819,O044820,C0005089,191,changed_mind,27.05,1
R007820,O044843,C0005092,127,defective,39.49,0
R007821,O044845,C0005092,176,size_fit,13.22,0
R007822,O044848,C0005093,93,not_as_described,21.24,0
R007823,O044858,C0005094,82,changed_mind,23.16,1
R007824,O044859,C0005094,84,changed_mind,28.59,1
R007825,O044861,C0005094,103,changed_mind,16.18,1
