customer_id,cluster_id,split
C0003494,C0004309,train
C0003495,C0003495,test
C0003496,C0003496,train
C0003497,C0005920,test
C0003498,C0003498,val
C0003499,C0003499,test
C0003500,C0003500,train
C0003501,C0003501,train
C0003502,C0003502,train
C0003503,C0003503,train
C0003504,C0003504,train
C0003505,C0003505,train
C0003506,C0003506,test
C0003507,C0003507,train
C0003508,C0003508,train
C0003509,C0003509,train
C0003510,C0003510,test
C0003511,C0005232,train
C0003512,C0003512,train
C0003513,C0003513,train
C0003514,C0003514,train
C0003515,C0003515,train
C0003516,C0003516,test
C0003517,C0004755,val
C0003518,C0003518,test
C0003519,C0003519,train
C0003520,C0004736,train
C0003521,C0003521,test
C0003522,C0004491,train
C0003523,C0003523,test
C0003524,C0003524,train
C0003525,C0005624,train
C0003526,C0003526,test
C0003527,C0003527,train
C0003528,C0003528,test
C0003529,C0003529,train
C0003530,C0003530,train
C0003531,C0003531,val
C0003532,C0003532,train
C0003533,C0003533,train
C0003534,C0003534,test
C0003535,C0003535,train
C0003536,C0003536,train
C0003537,C0003537,train
C0003538,C0003538,test
C0003539,C0003539,train
C0003540,C0003540,train
C0003541,C0003541,val
C0003542,C0003542,train
C0003543,C0003543,test
C0003544,C0005151,train
C0003545,C0003545,train
C0003546,C0003546,train
C0003547,C0003547,train
C0003548,C0005162,train
C0003549,C0003549,train
C0003550,C0003550,train
C0003551,C0003551,train
C0003552,C0003552,test
C0003553,C0003553,train
C0003554,C0003554,train
C0003555,C0003555,test
C0003556,C0004993,train
C0003557,C0003557,train
C0003558,C0003558,train
C0003559,C0003559,train
C0003560,C0003560,train
C0003561,C0004205,train
C0003562,C0003562,train
C0003563,C0003563,test
C0003564,C0003564,train
C0003565,C0003565,train
C0003566,C0003566,train
C0003567,C0003567,train
C0003568,C0003568,train
C0003569,C0003569,val
C0003570,C0003570,val
C0003571,C0003571,train
C0003572,C0003572,train
C0003573,C0003573,train
C0003574,C0003574,train
C0003575,C0003575,train
C0003576,C0003576,train
C0003577,C0003577,train
C0003578,C0003578,train
C0003579,C0003579,val
C0003580,C0003580,train
C0003581,C0003581,test
C0003582,C0003582,train
C0003583,C0003583,train
C0003584,C0003584,train
C0003585,C0003585,test
C0003586,C0003586,train
C0003587,C0003587,train
C0003588,C0003588,train
C0003589,C0003589,train
C0003590,C0003590,train
C0003591,C0003591,train
C0003592,C0005840,train
C0003593,C0003593,train
C0003594,C0003594,test
C0003595,C0003595,train
C0003596,C0003596,train
C0003597,C0003597,train
C0003598,C0005977,train
C0003599,C0003599,train
C0003600,C0003600,train
C0003601,C0003601,train
C0003602,C0003602,train
C0003603,C0003603,test
C0003604,C0003604,train
C0003605,C0003605,train
C0003606,C0003606,train
C0003607,C0003607,train
C0003608,C0003608,train
C0003609,C0003609,train
C0003610,C0003610,test
C0003611,C0003611,train
C0003612,C0003612,test
C0003613,C0003613,test
C0003614,C0003614,train
C0003615,C0005602,test
C0003616,C0003616,train
C0003617,C0003617,train
C0003618,C0002475,train
C0003619,C0003619,train
C0003620,C0003620,test
C0003621,C0003621,test
C0003622,C0003622,test
C0003623,C0003623,train
C0003624,C0003624,train
C0003625,C0003625,train
C0003626,C0004541,train
C0003627,C0003627,train
C0003628,C0003628,test
C0003629,C0003629,train
C0003630,C0003630,train
C0003631,C0003631,test
C0003632,C0003632,train
C0003633,C0003633,train
C0003634,C0003634,train
C0003635,C0003635,train
C0003636,C0003636,train
C0003637,C0003637,val
C0003638,C0003638,train
C0003639,C0003639,val
C0003640,C0003640,test
C0003641,C0003641,test
C0003642,C0003642,train
C0003643,C0003643,train
C0003644,C0003644,test
C0003645,C0003645,train
C0003646,C0003646,train
C0003647,C0003647,train
C0003648,C0003648,train
C0003649,C0003649,train
C0003650,C0003650,train
C0003651,C0003651,test
C0003652,C0005231,test
C0003653,C0003653,train
C0003654,C0003654,val
C0003655,C0003655,train
C0003656,C0003656,train
C0003657,C0003657,test
C0003658,C0003658,train
C0003659,C0003659,train
C0003660,C0003660,train
C0003661,C0003661,val
C0003662,C0003662,train
C0003663,C0003663,train
C0003664,C0003664,train
C0003665,C0003665,test
C0003666,C0004533,train
C0003667,C0003667,train
C0003668,C0003668,train
C0003669,C0004030,train
C0003670,C0003670,test
C0003671,C0003671,train
C0003672,C0003672,train
C0003673,C0003673,train
C0003674,C0003674,train
C0003675,C0003675,val
C0003676,C0003676,train
C0003677,C0003677,train
C0003678,C0004788,val
C0003679,C0003679,train
C0003680,C0003680,train
C0003681,C0003681,train
C0003682,C0003682,test
C0003683,C0003683,train
C0003684,C0003684,train
C0003685,C0003685,val
C0003686,C0002190,test
C0003687,C0003687,val
C0003688,C0003688,train
C0003689,C0003689,train
C0003690,C0003690,train
C0003691,C0003933,train
C0003692,C0003692,val
C0003693,C0003693,train
C0003694,C0003694,train
C0003695,C0003695,train
C0003696,C0003696,train
C0003697,C0003697,train
C0003698,C0003698,train
C0003699,C0003699,val
C0003700,C0003700,train
C0003701,C0003701,train
C0003702,C0003702,train
C0003703,C0005028,train
C0003704,C0003704,train
C0003705,C0003705,train
C0003706,C0001149,train
C0003707,C0003707,train
C0003708,C0004788,val
C0003709,C0003709,test
C0003710,C0003710,train
C0003711,C0003711,train
C0003712,C0003712,test
C0003713,C0003713,train
C0003714,C0003714,train
C0003715,C0003715,train
C0003716,C0002140,train
C0003717,C0003717,train
C0003718,C0003718,val
C0003719,C0005474,train
C0003720,C0003720,test
C0003721,C0003721,train
C0003722,C0003722,train
C0003723,C0003723,val
C0003724,C0003724,train
C0003725,C0003725,train
C0003726,C0003726,train
C0003727,C0003727,val
C0003728,C0003728,train
C0003729,C0003729,val
C0003730,C0003730,train
C0003731,C0003731,train
C0003732,C0003732,train
C0003733,C0003733,train
C0003734,C0003734,train
C0003735,C0003735,val
C0003736,C0005761,test
C0003737,C0003737,train
C0003738,C0003738,test
C0003739,C0003739,train
C0003740,C0003740,train
C0003741,C0004786,train
C0003742,C0002475,train
C0003743,C0005802,train
C0003744,C0003744,train
C0003745,C0003745,test
C0003746,C0003746,train
C0003747,C0003747,train
C0003748,C0003748,test
C0003749,C0003749,test
C0003750,C0003750,train
C0003751,C0002640,train
C0003752,C0003752,train
C0003753,C0003753,val
C0003754,C0005356,val
C0003755,C0003755,train
C0003756,C0003756,train
C0003757,C0003757,train
C0003758,C0003758,test
C0003759,C0003759,train
C0003760,C0003760,train
C0003761,C0003761,train
C0003762,C0003762,train
C0003763,C0003763,train
C0003764,C0003764,test
C0003765,C0003765,val
C0003766,C0003766,train
C0003767,C0003767,val
C0003768,C0003768,train
C0003769,C0003769,test
C0003770,C0003770,train
C0003771,C0003771,train
C0003772,C0003772,test
C0003773,C0003773,train
C0003774,C0003774,test
C0003775,C0003775,train
C0003776,C0003776,train
C0003777,C0003777,train
C0003778,C0003778,train
C0003779,C0003779,train
C0003780,C0003780,train
C0003781,C0003781,train
C0003782,C0003782,train
C0003783,C0003783,train
C0003784,C0001738,train
C0003785,C0005248,test
C0003786,C0003786,train
C0003787,C0003787,train
C0003788,C0003788,train
C0003789,C0003789,train
C0003790,C0003790,val
C0003791,C0003791,val
C0003792,C0003792,test
C0003793,C0003793,train
C0003794,C0005478,test
C0003795,C0003795,train
C0003796,C0003796,train
C0003797,C0003797,train
C0003798,C0003798,train
C0003799,C0003799,train
C0003800,C0003800,train
C0003801,C0003801,train
C0003802,C0003802,train
C0003803,C0003803,train
C0003804,C0003804,train
C0003805,C0003805,train
C0003806,C0003806,train
C0003807,C0003807,train
C0003808,C0004045,test
C0003809,C0003809,test
C0003810,C0005308,train
C0003811,C0003811,test
C0003812,C0003812,train
C0003813,C0003813,train
C0003814,C0003814,train
C0003815,C0003815,train
C0003816,C0003816,train
C0003817,C0003817,test
C0003818,C0003818,val
C0003819,C0003819,train
C0003820,C0003820,train
C0003821,C0003821,train
C0003822,C0003822,train
C0003823,C0003823,train
C0003824,C0003824,train
C0003825,C0003825,train
C0003826,C0003826,test
C0003827,C0004438,train
C0003828,C0003828,train
C0003829,C0003829,test
C0003830,C0003830,train
C0003831,C0003831,train
C0003832,C0003832,test
C0003833,C0003833,train
C0003834,C0003834,train
C0003835,C0003835,train
C0003836,C0003836,train
C0003837,C0004938,train
C0003838,C0003838,train
C0003839,C0003839,train
C0003840,C0003840,test
C0003841,C0003841,train
C0003842,C0005845,train
C0003843,C0003843,train
C0003844,C0003844,test
C0003845,C0003845,train
C0003846,C0003846,train
C0003847,C0005873,test
C0003848,C0003848,test
C0003849,C0003849,train
C0003850,C0003850,train
C0003851,C0004498,val
C0003852,C0003852,train
C0003853,C0003853,train
C0003854,C0003854,train
C0003855,C0003855,test
C0003856,C0003856,train
C0003857,C0003891,train
C0003858,C0003858,train
C0003859,C0003859,test
C0003860,C0003860,train
C0003861,C0005356,val
C0003862,C0005761,test
C0003863,C0003863,train
C0003864,C0003864,train
C0003865,C0003865,val
C0003866,C0003866,test
C0003867,C0000865,train
C0003868,C0003868,test
C0003869,C0003869,train
C0003870,C0003870,train
C0003871,C0003871,train
C0003872,C0004865,val
C0003873,C0003873,train
C0003874,C0003874,train
C0003875,C0003875,train
C0003876,C0004475,train
C0003877,C0003877,train
C0003878,C0005662,test
C0003879,C0003879,train
C0003880,C0003880,train
C0003881,C0003881,train
C0003882,C0003882,test
C0003883,C0003883,train
C0003884,C0003884,train
C0003885,C0003885,test
C0003886,C0003886,train
C0003887,C0003887,train
C0003888,C0003888,train
C0003889,C0003889,test
C0003890,C0003890,val
C0003891,C0003891,train
C0003892,C0003892,train
C0003893,C0003893,test
C0003894,C0003894,train
C0003895,C0003895,train
C0003896,C0003896,val
C0003897,C0005917,train
C0003898,C0003898,train
C0003899,C0003899,train
C0003900,C0003900,train
C0003901,C0003901,val
C0003902,C0003902,train
C0003903,C0003903,train
C0003904,C0003904,train
C0003905,C0003905,train
C0003906,C0004511,val
C0003907,C0003907,train
C0003908,C0005455,train
C0003909,C0005844,train
C0003910,C0003910,train
C0003911,C0004691,train
C0003912,C0003912,train
C0003913,C0003913,train
C0003914,C0003914,train
C0003915,C0003915,train
C0003916,C0003916,train
C0003917,C0003917,test
C0003918,C0003918,train
C0003919,C0003919,train
C0003920,C0003920,train
C0003921,C0003921,train
C0003922,C0003922,train
C0003923,C0004235,train
C0003924,C0005104,test
C0003925,C0003925,train
C0003926,C0003926,train
C0003927,C0003927,train
C0003928,C0003928,train
C0003929,C0003929,train
C0003930,C0003930,train
C0003931,C0003931,train
C0003932,C0003932,train
C0003933,C0003933,train
C0003934,C0003934,train
C0003935,C0004341,val
C0003936,C0003936,train
C0003937,C0003937,test
C0003938,C0003938,test
C0003939,C0003939,train
C0003940,C0003940,train
C0003941,C0003941,train
C0003942,C0003942,train
C0003943,C0003943,train
C0003944,C0003944,train
C0003945,C0003945,train
C0003946,C0003946,train
C0003947,C0003947,train
C0003948,C0004770,train
C0003949,C0003949,test
C0003950,C0003950,train
C0003951,C0003951,train
C0003952,C0003952,train
C0003953,C0003953,val
C0003954,C0003954,train
C0003955,C0003955,train
C0003956,C0003956,train
C0003957,C0003957,train
C0003958,C0003372,train
C0003959,C0003959,train
C0003960,C0003960,train
C0003961,C0005496,val
C0003962,C0003962,train
C0003963,C0003963,train
C0003964,C0003964,test
C0003965,C0003965,train
C0003966,C0003966,train
C0003967,C0003967,train
C0003968,C0003968,test
C0003969,C0003969,train
C0003970,C0004755,val
C0003971,C0003971,test
C0003972,C0003972,train
C0003973,C0003973,val
C0003974,C0003974,test
C0003975,C0005743,test
C0003976,C0005830,train
C0003977,C0003977,train
C0003978,C0003978,val
C0003979,C0003979,train
C0003980,C0003980,train
C0003981,C0003981,train
C0003982,C0003982,train
C0003983,C0003983,train
C0003984,C0003984,val
C0003985,C0003985,train
C0003986,C0003986,train
C0003987,C0003987,train
C0003988,C0003988,test
C0003989,C0003989,train
C0003990,C0003990,train
C0003991,C0003991,test
C0003992,C0003992,train
C0003993,C0004127,train
C0003994,C0005269,val
C0003995,C0003995,val
C0003996,C0003996,train
C0003997,C0003997,val
C0003998,C0003998,train
C0003999,C0003999,train
C0004000,C0004000,train
C0004001,C0004001,val
C0004002,C0004002,train
C0004003,C0004003,train
C0004004,C0004004,train
C0004005,C0004005,train
C0004006,C0004006,test
C0004007,C0004007,test
C0004008,C0004008,train
C0004009,C0004009,train
C0004010,C0004010,train
C0004011,C0004011,val
C0004012,C0002190,test
C0004013,C0004013,train
C0004014,C0004014,train
C0004015,C0004015,val
C0004016,C0005356,val
C0004017,C0004017,train
C0004018,C0003648,train
C0004019,C0004019,val
C0004020,C0004020,train
C0004021,C0004021,train
C0004022,C0004022,train
C0004023,C0004023,train
C0004024,C0004024,train
C0004025,C0004025,test
C0004026,C0000865,train
C0004027,C0004027,train
C0004028,C0004028,train
C0004029,C0004029,train
C0004030,C0004030,train
C0004031,C0005842,val
C0004032,C0004032,test
C0004033,C0005231,test
C0004034,C0002088,train
C0004035,C0003451,train
C0004036,C0004036,train
C0004037,C0004037,train
C0004038,C0004038,train
C0004039,C0004039,test
C0004040,C0004040,train
C0004041,C0004041,train
C0004042,C0005113,test
C0004043,C0004833,test
C0004044,C0004044,val
C0004045,C0004045,test
C0004046,C0004046,train
C0004047,C0004047,train
C0004048,C0004048,train
C0004049,C0004049,train
C0004050,C0004050,train
C0004051,C0004051,test
C0004052,C0004052,train
C0004053,C0004053,train
C0004054,C0004054,test
C0004055,C0003451,train
C0004056,C0004056,train
C0004057,C0004057,val
C0004058,C0004058,test
C0004059,C0004059,train
C0004060,C0004060,train
C0004061,C0004061,train
C0004062,C0004062,val
C0004063,C0004063,train
C0004064,C0004064,train
C0004065,C0004065,train
C0004066,C0004066,train
C0004067,C0004067,test
C0004068,C0004068,train
C0004069,C0004069,test
C0004070,C0004070,train
C0004071,C0004071,val
C0004072,C0004072,train
C0004073,C0004073,train
C0004074,C0004074,train
C0004075,C0004075,test
C0004076,C0004076,val
C0004077,C0004077,train
C0004078,C0004078,train
C0004079,C0004079,test
C0004080,C0005915,train
C0004081,C0004081,train
C0004082,C0004082,test
C0004083,C0004083,train
C0004084,C0004084,train
C0004085,C0002190,test
C0004086,C0004086,train
C0004087,C0004087,train
C0004088,C0004088,train
C0004089,C0004089,train
C0004090,C0004090,train
C0004091,C0004091,train
C0004092,C0004092,train
C0004093,C0004093,train
C0004094,C0004094,train
C0004095,C0004095,train
C0004096,C0004096,test
C0004097,C0004097,test
C0004098,C0004098,test
C0004099,C0004099,test
C0004100,C0004100,train
C0004101,C0004533,train
C0004102,C0004102,train
C0004103,C0004103,train
C0004104,C0004104,train
C0004105,C0004533,train
C0004106,C0004106,train
C0004107,C0004107,val
C0004108,C0004108,train
C0004109,C0004541,train
C0004110,C0004110,train
C0004111,C0004111,train
C0004112,C0004112,val
C0004113,C0005920,test
C0004114,C0004114,train
C0004115,C0004115,val
C0004116,C0004116,train
C0004117,C0002545,test
C0004118,C0005755,train
C0004119,C0004119,test
C0004120,C0004120,train
C0004121,C0004121,train
C0004122,C0004228,train
C0004123,C0004123,train
C0004124,C0004124,test
C0004125,C0004125,train
C0004126,C0003092,train
C0004127,C0004127,train
C0004128,C0004128,train
C0004129,C0004129,train
C0004130,C0004130,test
C0004131,C0004172,train
C0004132,C0004132,train
C0004133,C0004133,val
C0004134,C0005050,train
C0004135,C0004135,train
C0004136,C0004136,val
C0004137,C0004137,train
C0004138,C0004138,train
C0004139,C0004139,train
C0004140,C0004140,val
C0004141,C0004141,train
C0004142,C0001336,train
C0004143,C0004143,test
C0004144,C0004144,train
C0004145,C0004145,test
C0004146,C0004146,train
C0004147,C0004147,train
C0004148,C0004148,train
C0004149,C0004149,train
C0004150,C0004150,train
C0004151,C0004151,train
C0004152,C0005252,test
C0004153,C0004153,train
C0004154,C0004154,train
C0004155,C0004155,train
C0004156,C0004156,test
C0004157,C0004157,test
C0004158,C0004158,train
C0004159,C0004159,train
C0004160,C0004160,train
C0004161,C0004161,test
C0004162,C0004162,train
C0004163,C0004163,train
C0004164,C0004164,test
C0004165,C0004165,train
C0004166,C0004166,val
C0004167,C0004167,train
C0004168,C0004168,train
C0004169,C0004169,train
C0004170,C0004170,train
C0004171,C0004171,test
C0004172,C0004172,train
C0004173,C0004173,test
C0004174,C0004174,train
C0004175,C0004175,train
C0004176,C0004176,train
C0004177,C0004177,train
C0004178,C0004178,train
C0004179,C0004179,test
C0004180,C0004180,train
C0004181,C0004181,test
C0004182,C0004182,test
C0004183,C0004183,train
C0004184,C0004184,train
C0004185,C0004185,test
C0004186,C0004186,train
C0004187,C0005235,train
C0004188,C0004188,train
C0004189,C0001149,train
C0004190,C0004913,train
C0004191,C0005235,train
C0004192,C0004192,train
C0004193,C0004193,train
C0004194,C0004194,val
C0004195,C0004195,train
C0004196,C0004196,train
C0004197,C0004197,train
C0004198,C0004198,test
C0004199,C0005248,test
C0004200,C0004200,train
C0004201,C0001852,train
C0004202,C0004202,test
C0004203,C0004203,train
C0004204,C0005552,train
C0004205,C0004205,train
C0004206,C0004206,train
C0004207,C0002820,train
C0004208,C0004208,train
C0004209,C0005315,train
C0004210,C0004210,test
C0004211,C0004211,train
C0004212,C0004212,train
C0004213,C0004213,test
C0004214,C0004214,train
C0004215,C0004215,test
C0004216,C0004216,test
C0004217,C0004217,val
C0004218,C0004218,train
C0004219,C0004219,train
C0004220,C0004220,train
C0004221,C0004221,train
C0004222,C0004222,train
C0004223,C0004223,train
C0004224,C0004224,test
C0004225,C0004225,train
C0004226,C0004226,train
C0004227,C0004227,train
C0004228,C0004228,train
C0004229,C0004229,train
C0004230,C0004230,train
C0004231,C0004231,train
C0004232,C0004232,train
C0004233,C0004233,train
C0004234,C0004234,test
C0004235,C0004235,train
C0004236,C0004236,val
C0004237,C0004237,train
C0004238,C0004238,train
C0004239,C0004239,test
C0004240,C0004240,train
C0004241,C0004241,val
C0004242,C0004242,train
C0004243,C0004243,train
C0004244,C0004244,train
C0004245,C0004245,train
C0004246,C0004246,test
C0004247,C0002088,train
C0004248,C0005941,train
C0004249,C0005917,train
C0004250,C0004250,train
C0004251,C0004251,val
C0004252,C0004252,train
C0004253,C0004253,train
C0004254,C0004254,train
C0004255,C0004255,val
C0004256,C0004256,test
C0004257,C0002190,test
C0004258,C0004258,train
C0004259,C0005830,train
C0004260,C0004260,train
C0004261,C0004261,train
C0004262,C0004262,train
C0004263,C0004263,test
C0004264,C0004264,test
C0004265,C0004265,train
C0004266,C0004266,val
C0004267,C0005343,train
C0004268,C0004268,train
C0004269,C0004269,train
C0004270,C0004270,train
C0004271,C0004271,train
C0004272,C0004272,train
C0004273,C0004273,train
C0004274,C0004274,train
C0004275,C0004275,test
C0004276,C0004276,train
C0004277,C0004277,train
C0004278,C0005941,train
C0004279,C0004279,train
C0004280,C0004280,train
C0004281,C0004281,test
C0004282,C0004282,train
C0004283,C0004283,train
C0004284,C0004284,val
C0004285,C0004285,train
C0004286,C0004286,test
C0004287,C0004287,train
C0004288,C0005414,test
C0004289,C0004289,test
C0004290,C0004290,train
C0004291,C0004291,val
C0004292,C0003418,train
C0004293,C0004293,train
C0004294,C0005977,train
C0004295,C0004295,val
C0004296,C0004296,train
C0004297,C0004786,train
C0004298,C0004298,train
C0004299,C0004299,train
C0004300,C0004300,train
C0004301,C0004301,train
C0004302,C0004302,test
C0004303,C0003214,val
C0004304,C0004304,test
C0004305,C0004305,test
C0004306,C0004306,train
C0004307,C0004307,train
C0004308,C0004308,test
C0004309,C0004309,train
C0004310,C0004310,train
C0004311,C0004311,train
C0004312,C0004312,train
C0004313,C0004313,train
C0004314,C0004314,train
C0004315,C0004315,train
C0004316,C0004316,val
C0004317,C0004317,train
C0004318,C0004584,train
C0004319,C0004319,train
C0004320,C0004320,train
C0004321,C0004321,test
C0004322,C0004322,val
C0004323,C0003545,train
C0004324,C0004324,val
C0004325,C0004325,test
C0004326,C0004326,train
C0004327,C0004327,train
C0004328,C0004328,val
C0004329,C0004329,train
C0004330,C0004330,train
C0004331,C0004331,train
C0004332,C0005917,train
C0004333,C0004333,train
C0004334,C0004334,val
C0004335,C0004335,train
C0004336,C0002088,train
C0004337,C0004337,train
C0004338,C0004338,train
C0004339,C0004799,test
C0004340,C0004340,train
C0004341,C0004341,val
C0004342,C0004342,test
C0004343,C0004343,train
C0004344,C0004344,train
C0004345,C0004345,train
C0004346,C0004346,train
C0004347,C0004347,test
C0004348,C0005613,train
C0004349,C0004349,train
C0004350,C0004350,train
C0004351,C0004351,train
C0004352,C0004352,test
C0004353,C0004353,train
C0004354,C0004354,train
C0004355,C0004355,test
C0004356,C0004356,train
C0004357,C0004357,train
C0004358,C0004358,test
C0004359,C0004359,val
C0004360,C0004360,test
C0004361,C0004361,test
C0004362,C0004362,train
C0004363,C0004363,test
C0004364,C0004364,val
C0004365,C0004365,test
C0004366,C0005813,train
C0004367,C0004367,train
C0004368,C0004368,test
C0004369,C0004369,train
C0004370,C0004370,train
C0004371,C0004371,train
C0004372,C0004372,test
C0004373,C0004373,train
C0004374,C0003348,train
C0004375,C0004375,train
C0004376,C0004376,val
C0004377,C0004377,test
C0004378,C0004378,test
C0004379,C0004379,test
C0004380,C0004380,train
C0004381,C0004381,test
C0004382,C0004382,val
C0004383,C0004383,test
C0004384,C0004384,train
C0004385,C0004385,train
C0004386,C0004386,train
C0004387,C0004387,train
C0004388,C0004388,train
C0004389,C0004389,train
C0004390,C0004390,test
C0004391,C0004391,val
C0004392,C0004392,train
C0004393,C0004393,test
C0004394,C0004394,test
C0004395,C0004395,test
C0004396,C0004396,test
C0004397,C0004397,test
C0004398,C0004398,train
C0004399,C0004399,test
C0004400,C0004400,test
C0004401,C0004401,train
C0004402,C0004402,test
C0004403,C0004403,test
C0004404,C0004404,train
C0004405,C0004405,train
C0004406,C0004406,val
C0004407,C0004407,val
C0004408,C0004408,test
C0004409,C0004409,val
C0004410,C0004410,train
C0004411,C0004411,test
C0004412,C0004412,train
C0004413,C0004691,train
C0004414,C0004414,train
C0004415,C0004415,train
C0004416,C0004416,train
C0004417,C0004417,train
C0004418,C0004418,train
C0004419,C0004419,train
C0004420,C0004420,val
C0004421,C0004421,train
C0004422,C0005496,val
C0004423,C0004423,train
C0004424,C0004424,val
C0004425,C0004425,test
C0004426,C0004426,train
C0004427,C0004427,val
C0004428,C0004428,train
C0004429,C0004429,test
C0004430,C0005456,train
C0004431,C0004431,train
C0004432,C0004432,test
C0004433,C0004433,test
C0004434,C0004691,train
C0004435,C0004435,train
C0004436,C0004436,train
C0004437,C0004437,test
C0004438,C0004438,train
C0004439,C0004439,train
C0004440,C0004440,train
C0004441,C0004441,train
C0004442,C0004442,train
C0004443,C0002088,train
C0004444,C0004444,test
C0004445,C0004445,train
C0004446,C0004446,train
C0004447,C0004447,train
C0004448,C0004448,train
C0004449,C0004449,train
C0004450,C0004450,test
C0004451,C0004451,train
C0004452,C0004452,test
C0004453,C0004453,test
C0004454,C0004454,train
C0004455,C0004455,train
C0004456,C0005891,train
C0004457,C0004457,train
C0004458,C0004458,train
C0004459,C0004459,train
C0004460,C0004438,train
C0004461,C0004461,train
C0004462,C0004462,train
C0004463,C0003040,train
C0004464,C0004464,train
C0004465,C0004465,val
C0004466,C0004466,train
C0004467,C0004467,train
C0004468,C0004468,test
C0004469,C0003214,val
C0004470,C0005761,test
C0004471,C0004471,train
C0004472,C0004472,train
C0004473,C0004473,test
C0004474,C0004474,train
C0004475,C0004475,train
C0004476,C0004476,train
C0004477,C0004477,train
C0004478,C0004478,test
C0004479,C0003902,train
C0004480,C0002475,train
C0004481,C0004481,val
C0004482,C0004482,val
C0004483,C0004483,train
C0004484,C0004484,train
C0004485,C0004485,val
C0004486,C0003567,train
C0004487,C0005960,train
C0004488,C0005668,train
C0004489,C0004489,val
C0004490,C0004490,train
C0004491,C0004491,train
C0004492,C0004492,val
C0004493,C0004493,train
C0004494,C0005478,test
C0004495,C0004495,train
C0004496,C0002684,train
C0004497,C0004497,train
C0004498,C0004498,val
C0004499,C0004499,train
C0004500,C0004500,train
C0004501,C0005075,train
C0004502,C0004502,train
C0004503,C0004503,train
C0004504,C0004504,train
C0004505,C0004505,train
C0004506,C0004953,train
C0004507,C0004507,train
C0004508,C0004508,train
C0004509,C0004509,train
C0004510,C0005743,test
C0004511,C0004511,val
C0004512,C0004512,train
C0004513,C0004513,train
C0004514,C0004514,test
C0004515,C0004515,train
C0004516,C0004516,train
C0004517,C0004517,train
C0004518,C0004518,test
C0004519,C0004519,train
C0004520,C0004520,test
C0004521,C0004521,train
C0004522,C0004522,train
C0004523,C0004523,test
C0004524,C0004524,train
C0004525,C0004525,test
C0004526,C0005662,test
C0004527,C0004527,val
C0004528,C0004528,train
C0004529,C0004529,val
C0004530,C0004530,train
C0004531,C0004531,train
C0004532,C0004532,train
C0004533,C0004533,train
C0004534,C0005127,train
C0004535,C0004535,train
C0004536,C0004536,val
C0004537,C0004537,test
C0004538,C0004538,train
C0004539,C0004539,train
C0004540,C0004540,train
C0004541,C0004541,train
C0004542,C0004542,train
C0004543,C0002981,test
C0004544,C0004799,test
C0004545,C0004545,train
C0004546,C0004546,train
C0004547,C0004547,train
C0004548,C0004548,train
C0004549,C0002684,train
C0004550,C0002874,val
C0004551,C0005567,train
C0004552,C0004552,train
C0004553,C0005144,test
C0004554,C0004554,train
C0004555,C0004555,test
C0004556,C0004556,train
C0004557,C0004557,train
C0004558,C0004558,val
C0004559,C0004559,train
C0004560,C0005915,train
C0004561,C0004561,train
C0004562,C0004562,train
C0004563,C0004563,val
C0004564,C0004564,train
C0004565,C0004503,train
C0004566,C0004566,test
C0004567,C0004567,test
C0004568,C0004568,train
C0004569,C0004569,train
C0004570,C0003648,train
C0004571,C0004571,train
C0004572,C0004572,train
C0004573,C0004573,train
C0004574,C0004574,train
C0004575,C0004575,val
C0004576,C0004576,test
C0004577,C0004577,train
C0004578,C0004578,train
C0004579,C0004579,val
C0004580,C0004580,train
C0004581,C0004581,test
C0004582,C0004582,val
C0004583,C0004583,train
C0004584,C0004584,train
C0004585,C0004585,train
C0004586,C0004586,train
C0004587,C0004587,test
C0004588,C0004588,train
C0004589,C0004589,train
C0004590,C0004590,train
C0004591,C0004591,val
C0004592,C0004592,train
C0004593,C0004593,train
C0004594,C0004594,train
C0004595,C0004595,test
C0004596,C0004596,train
C0004597,C0004597,train
C0004598,C0004598,val
C0004599,C0001738,train
C0004600,C0004600,train
C0004601,C0004601,train
C0004602,C0004602,test
C0004603,C0004603,train
C0004604,C0004604,train
C0004605,C0004605,val
C0004606,C0004606,train
C0004607,C0004607,test
C0004608,C0005315,train
C0004609,C0005714,train
C0004610,C0004610,test
C0004611,C0004611,test
C0004612,C0004612,train
C0004613,C0003214,val
C0004614,C0004614,val
C0004615,C0004615,train
C0004616,C0004616,val
C0004617,C0004617,val
C0004618,C0004618,train
C0004619,C0004619,val
C0004620,C0004620,train
C0004621,C0004621,train
C0004622,C0004622,train
C0004623,C0004623,train
C0004624,C0004624,test
C0004625,C0004625,train
C0004626,C0004626,train
C0004627,C0004627,train
C0004628,C0004628,train
C0004629,C0005878,train
C0004630,C0003090,train
C0004631,C0004631,train
C0004632,C0004632,test
C0004633,C0004633,test
C0004634,C0004634,train
C0004635,C0004635,train
C0004636,C0004636,train
C0004637,C0004637,train
C0004638,C0004638,test
C0004639,C0004639,train
C0004640,C0004640,train
C0004641,C0005006,test
C0004642,C0004642,test
C0004643,C0004643,train
C0004644,C0004644,train
C0004645,C0004645,train
C0004646,C0002715,train
C0004647,C0004647,val
C0004648,C0004648,train
C0004649,C0004649,train
C0004650,C0004650,test
C0004651,C0002817,train
C0004652,C0004652,train
C0004653,C0004309,train
C0004654,C0004654,train
C0004655,C0004655,train
C0004656,C0002536,train
C0004657,C0004657,train
C0004658,C0002457,train
